"Section";"Class";"Power_level";"Nb_customer"
"G";"47.59";"MV";197
"G";"47.61";"LV-a";5
"G";"47.61";"LV-b";0
"G";"47.61";"MV";7
"G";"47.62";"LV-a";11
"G";"47.62";"LV-b";3
"G";"47.62";"MV";15
"G";"47.63";"LV-a";0
"G";"47.63";"LV-b";0
"G";"47.63";"MV";1
"G";"47.64";"LV-a";7
"G";"47.64";"LV-b";5
"G";"47.64";"MV";108
"G";"47.65";"LV-a";0
"G";"47.65";"LV-b";2
"G";"47.65";"MV";20
"G";"47.71";"LV-a";33
"G";"47.71";"LV-b";32
"G";"47.71";"MV";90
"G";"47.72";"LV-a";11
"G";"47.72";"LV-b";5
"G";"47.72";"MV";6
"G";"47.73";"LV-a";37
"G";"47.73";"LV-b";0
"G";"47.73";"MV";5
"G";"47.74";"LV-a";6
"G";"47.74";"LV-b";1
"G";"47.74";"MV";1
"G";"47.75";"LV-a";9
"G";"47.75";"LV-b";4
"G";"47.75";"MV";9
"G";"47.76";"LV-a";24
"G";"47.76";"LV-b";5
"G";"47.76";"MV";18
"G";"47.77";"LV-a";7
"G";"47.77";"LV-b";1
"G";"47.77";"MV";4
"G";"47.78";"LV-a";36
"G";"47.78";"LV-b";9
"G";"47.78";"MV";41
"G";"47.79";"LV-a";10
"G";"47.79";"LV-b";0
"G";"47.79";"MV";3
"G";"47.81";"LV-a";6
"G";"47.81";"LV-b";2
"G";"47.81";"MV";2
"G";"47.82";"LV-a";1
"G";"47.82";"LV-b";0
"G";"47.82";"MV";0
"G";"47.89";"LV-a";2
"G";"47.89";"LV-b";1
"G";"47.89";"MV";2
"G";"47.91";"LV-a";2
"G";"47.91";"LV-b";1
"G";"47.91";"MV";40
"G";"47.99";"LV-a";10
"G";"47.99";"LV-b";0
"G";"47.99";"MV";3
"H";"49.10";"LV-a";6
"H";"49.10";"LV-b";10
"H";"49.10";"MV";198
"H";"49.20";"LV-a";12
"H";"49.20";"LV-b";0
"H";"49.20";"MV";5
"H";"49.31";"LV-a";0
"H";"49.31";"LV-b";4
"H";"49.31";"MV";424
"H";"49.32";"LV-a";4
"H";"49.32";"LV-b";0
"H";"49.32";"MV";1
"H";"49.39";"LV-a";1
"H";"49.39";"LV-b";7
"H";"49.39";"MV";425
"H";"49.41";"LV-a";10
"H";"49.41";"LV-b";12
"H";"49.41";"MV";230
"H";"49.42";"LV-a";1
"H";"49.42";"LV-b";1
"H";"49.42";"MV";3
"H";"49.50";"LV-a";0
"H";"49.50";"LV-b";2
"H";"49.50";"MV";79
"H";"50.10";"LV-a";0
"H";"50.10";"LV-b";0
"H";"50.10";"MV";2
"H";"50.20";"LV-a";0
"H";"50.20";"LV-b";0
"H";"50.20";"MV";4
"H";"50.30";"LV-a";0
"H";"50.30";"LV-b";0
"H";"50.30";"MV";1
"H";"50.40";"LV-a";0
"H";"50.40";"LV-b";1
"H";"50.40";"MV";4
"H";"51.10";"LV-a";0
"H";"51.10";"LV-b";0
"H";"51.10";"MV";24
"H";"51.21";"LV-a";0
"H";"51.21";"LV-b";1
"H";"51.21";"MV";0
"H";"52.10";"LV-a";2
"H";"52.10";"LV-b";16
"H";"52.10";"MV";719
"H";"52.21";"LV-a";3
"H";"52.21";"LV-b";8
"H";"52.21";"MV";204
"H";"52.22";"LV-a";0
"H";"52.22";"LV-b";1
"H";"52.22";"MV";108
"H";"52.23";"LV-a";0
"H";"52.23";"LV-b";1
"H";"52.23";"MV";67
"H";"52.24";"LV-a";1
"H";"52.24";"LV-b";1
"H";"52.24";"MV";51
"H";"52.29";"LV-a";2
"H";"52.29";"LV-b";11
"H";"52.29";"MV";153
"H";"53.10";"LV-a";9
"H";"53.10";"LV-b";5
"H";"53.10";"MV";57
"H";"53.20";"LV-a";0
"H";"53.20";"LV-b";1
"H";"53.20";"MV";2
"I";"55.10";"LV-a";43
"I";"55.10";"LV-b";35
"I";"55.10";"MV";792
"I";"55.20";"LV-a";17
"I";"55.20";"LV-b";6
"I";"55.20";"MV";284
"I";"55.30";"LV-a";4
"I";"55.30";"LV-b";22
"I";"55.30";"MV";217
"I";"55.90";"LV-a";3
"I";"55.90";"LV-b";11
"I";"55.90";"MV";62
"I";"56.10";"LV-a";170
"I";"56.10";"LV-b";76
"I";"56.10";"MV";190
"I";"56.21";"LV-a";6
"I";"56.21";"LV-b";5
"I";"56.21";"MV";16
"I";"56.29";"LV-a";5
"I";"56.29";"LV-b";3
"I";"56.29";"MV";199
"I";"56.30";"LV-a";39
"I";"56.30";"LV-b";11
"I";"56.30";"MV";8
"J";"58.11";"LV-a";2
"J";"58.11";"LV-b";0
"J";"58.11";"MV";8
"J";"58.12";"LV-a";0
"J";"58.12";"LV-b";0
"J";"58.12";"MV";1
"J";"58.13";"LV-a";3
"J";"58.13";"LV-b";1
"J";"58.13";"MV";29
"J";"58.14";"LV-a";1
"J";"58.14";"LV-b";1
"J";"58.14";"MV";13
"J";"58.19";"LV-a";0
"J";"58.19";"LV-b";0
"J";"58.19";"MV";7
"J";"58.21";"LV-a";0
"J";"58.21";"LV-b";0
"J";"58.21";"MV";1
"J";"58.29";"LV-a";3
"J";"58.29";"LV-b";0
"J";"58.29";"MV";14
"J";"59.11";"LV-a";2
"J";"59.11";"LV-b";0
"J";"59.11";"MV";17
"J";"59.12";"LV-a";1
"J";"59.12";"LV-b";1
"J";"59.12";"MV";26
"J";"59.13";"LV-a";0
"J";"59.13";"LV-b";0
"J";"59.13";"MV";7
"J";"59.14";"LV-a";0
"J";"59.14";"LV-b";2
"J";"59.14";"MV";124
"J";"59.20";"LV-a";0
"J";"59.20";"LV-b";0
"J";"59.20";"MV";3
"J";"60.10";"LV-a";1
"J";"60.10";"LV-b";1
"J";"60.10";"MV";5
"J";"60.20";"LV-a";0
"J";"60.20";"LV-b";0
"J";"60.20";"MV";36
"J";"61.10";"LV-a";4
"J";"61.10";"LV-b";3
"J";"61.10";"MV";294
"J";"61.20";"LV-a";2
"J";"61.20";"LV-b";6
"J";"61.20";"MV";119
"J";"61.30";"LV-a";0
"J";"61.30";"LV-b";0
"J";"61.30";"MV";7
"J";"61.90";"LV-a";4
"J";"61.90";"LV-b";1
"J";"61.90";"MV";100
"J";"62.01";"LV-a";11
"J";"62.01";"LV-b";2
"J";"62.01";"MV";13
"J";"62.02";"LV-a";16
"J";"62.02";"LV-b";1
"J";"62.02";"MV";113
"J";"62.03";"LV-a";0
"J";"62.03";"LV-b";0
"J";"62.03";"MV";16
"J";"62.09";"LV-a";1
"J";"62.09";"LV-b";0
"J";"62.09";"MV";4
"J";"63.11";"LV-a";1
"J";"63.11";"LV-b";3
"J";"63.11";"MV";88
"J";"63.12";"LV-a";1
"J";"63.12";"LV-b";0
"J";"63.12";"MV";1
"J";"63.91";"LV-a";1
"J";"63.91";"LV-b";0
"J";"63.91";"MV";1
"J";"63.99";"LV-a";0
"J";"63.99";"LV-b";1
"J";"63.99";"MV";2
"K";"64.11";"LV-a";0
"K";"64.11";"LV-b";0
"K";"64.11";"MV";15
"K";"64.19";"LV-a";33
"K";"64.19";"LV-b";24
"K";"64.19";"MV";272
"K";"64.20";"LV-a";35
"K";"64.20";"LV-b";17
"K";"64.20";"MV";416
"K";"64.30";"LV-a";8
"K";"64.30";"LV-b";0
"K";"64.30";"MV";65
"K";"64.91";"LV-a";0
"K";"64.91";"LV-b";1
"K";"64.91";"MV";14
"K";"64.92";"LV-a";5
"K";"64.92";"LV-b";0
"K";"64.92";"MV";23
"K";"64.99";"LV-a";0
"K";"64.99";"LV-b";0
"K";"64.99";"MV";3
"K";"65.11";"LV-a";3
"K";"65.11";"LV-b";0
"K";"65.11";"MV";39
"K";"65.12";"LV-a";7
"K";"65.12";"LV-b";7
"K";"65.12";"MV";90
"K";"65.20";"LV-a";0
"K";"65.20";"LV-b";0
"K";"65.20";"MV";5
"K";"65.30";"LV-a";0
"K";"65.30";"LV-b";0
"K";"65.30";"MV";1
"K";"66.11";"LV-a";0
"K";"66.11";"LV-b";0
"K";"66.11";"MV";4
"K";"66.12";"LV-a";0
"K";"66.12";"LV-b";0
"K";"66.12";"MV";1
"K";"66.19";"LV-a";23
"K";"66.19";"LV-b";1
"K";"66.19";"MV";33
"K";"66.22";"LV-a";26
"K";"66.22";"LV-b";0
"K";"66.22";"MV";22
"K";"66.29";"LV-a";0
"K";"66.29";"LV-b";0
"K";"66.29";"MV";3
"K";"66.30";"LV-a";6
"K";"66.30";"LV-b";1
"K";"66.30";"MV";68
"L";"68.10";"LV-a";13
"L";"68.10";"LV-b";6
"L";"68.10";"MV";76
"L";"68.20";"LV-a";522
"L";"68.20";"LV-b";149
"L";"68.20";"MV";1880
"L";"68.31";"LV-a";102
"L";"68.31";"LV-b";22
"L";"68.31";"MV";297
"L";"68.32";"LV-a";1500
"L";"68.32";"LV-b";56
"L";"68.32";"MV";1629
"M";"69.10";"LV-a";40
"M";"69.10";"LV-b";3
"M";"69.10";"MV";15
"M";"69.20";"LV-a";38
"M";"69.20";"LV-b";1
"M";"69.20";"MV";18
"M";"70.10";"LV-a";22
"M";"70.10";"LV-b";26
"M";"70.10";"MV";616
"M";"70.21";"LV-a";2
"M";"70.21";"LV-b";0
"M";"70.21";"MV";0
"M";"70.22";"LV-a";32
"M";"70.22";"LV-b";3
"M";"70.22";"MV";80
"M";"71.11";"LV-a";26
"M";"71.11";"LV-b";1
"M";"71.11";"MV";4
"M";"71.12";"LV-a";24
"M";"71.12";"LV-b";6
"M";"71.12";"MV";224
"M";"71.20";"LV-a";23
"M";"71.20";"LV-b";3
"M";"71.20";"MV";56
"M";"72.11";"LV-a";0
"M";"72.11";"LV-b";0
"M";"72.11";"MV";35
"M";"72.19";"LV-a";1
"M";"72.19";"LV-b";3
"M";"72.19";"MV";250
"M";"72.20";"LV-a";0
"M";"72.20";"LV-b";0
"M";"72.20";"MV";17
"M";"73.11";"LV-a";16
"M";"73.11";"LV-b";3
"M";"73.11";"MV";24
"M";"73.12";"LV-a";5
"M";"73.12";"LV-b";0
"M";"73.12";"MV";9
"M";"73.20";"LV-a";2
"M";"73.20";"LV-b";3
"M";"73.20";"MV";8
"M";"74.10";"LV-a";2
"M";"74.10";"LV-b";0
"M";"74.10";"MV";4
"M";"74.20";"LV-a";8
"M";"74.20";"LV-b";1
"M";"74.20";"MV";4
"M";"74.30";"LV-a";3
"M";"74.30";"LV-b";0
"M";"74.30";"MV";3
"M";"74.90";"LV-a";8
"M";"74.90";"LV-b";0
"M";"74.90";"MV";41
"M";"75.00";"LV-a";6
"M";"75.00";"LV-b";0
"M";"75.00";"MV";0
"N";"77.11";"LV-a";5
"N";"77.11";"LV-b";1
"N";"77.11";"MV";3
"N";"77.12";"LV-a";0
"N";"77.12";"LV-b";0
"N";"77.12";"MV";6
"N";"77.22";"LV-a";1
"N";"77.22";"LV-b";0
"N";"77.22";"MV";0
"N";"77.29";"LV-a";2
"N";"77.29";"LV-b";3
"N";"77.29";"MV";75
"N";"77.31";"LV-a";0
"N";"77.31";"LV-b";2
"N";"77.31";"MV";8
"N";"77.32";"LV-a";15
"N";"77.32";"LV-b";1
"N";"77.32";"MV";9
"N";"77.33";"LV-a";4
"N";"77.33";"LV-b";0
"N";"77.33";"MV";0
"N";"77.39";"LV-a";1
"N";"77.39";"LV-b";0
"N";"77.39";"MV";16
"N";"77.40";"LV-a";0
"N";"77.40";"LV-b";0
"N";"77.40";"MV";5
"N";"78.10";"LV-a";2
"N";"78.10";"LV-b";0
"N";"78.10";"MV";2
"N";"78.20";"LV-a";4
"N";"78.20";"LV-b";0
"N";"78.20";"MV";0
"N";"78.30";"LV-a";5
"N";"78.30";"LV-b";0
"N";"78.30";"MV";11
"N";"79.11";"LV-a";5
"N";"79.11";"LV-b";0
"N";"79.11";"MV";16
"N";"79.12";"LV-a";1
"N";"79.12";"LV-b";0
"N";"79.12";"MV";0
"N";"79.90";"LV-a";1
"N";"79.90";"LV-b";1
"N";"79.90";"MV";12
"N";"80.10";"LV-a";0
"N";"80.10";"LV-b";1
"N";"80.10";"MV";2
"N";"80.20";"LV-a";0
"N";"80.20";"LV-b";2
"N";"80.20";"MV";1
"N";"81.10";"LV-a";52
"N";"81.10";"LV-b";7
"N";"81.10";"MV";184
"N";"81.21";"LV-a";6
"N";"81.21";"LV-b";2
"N";"81.21";"MV";3
"N";"81.22";"LV-a";3
"N";"81.22";"LV-b";0
"N";"81.22";"MV";3
"N";"81.29";"LV-a";1
"N";"81.29";"LV-b";0
"N";"81.29";"MV";7
"N";"81.30";"LV-a";10
"N";"81.30";"LV-b";1
"N";"81.30";"MV";7
"N";"82.11";"LV-a";1
"N";"82.11";"LV-b";1
"N";"82.11";"MV";20
"N";"82.19";"LV-a";23
"N";"82.19";"LV-b";2
"N";"82.19";"MV";29
"N";"82.20";"LV-a";3
"N";"82.20";"LV-b";0
"N";"82.20";"MV";18
"N";"82.30";"LV-a";1
"N";"82.30";"LV-b";1
"N";"82.30";"MV";81
"N";"82.91";"LV-a";0
"N";"82.91";"LV-b";0
"N";"82.91";"MV";1
"N";"82.92";"LV-a";1
"N";"82.92";"LV-b";3
"N";"82.92";"MV";93
"N";"82.99";"LV-a";12
"N";"82.99";"LV-b";8
"N";"82.99";"MV";154
"O";"84.11";"LV-a";700
"O";"84.11";"LV-b";358
"O";"84.11";"MV";2655
"O";"84.12";"LV-a";3
"O";"84.12";"LV-b";4
"O";"84.12";"MV";69
"O";"84.13";"LV-a";7
"O";"84.13";"LV-b";15
"O";"84.13";"MV";194
"O";"84.21";"LV-a";0
"O";"84.21";"LV-b";0
"O";"84.21";"MV";2
"O";"84.22";"LV-a";0
"O";"84.22";"LV-b";3
"O";"84.22";"MV";236
"O";"84.23";"LV-a";0
"O";"84.23";"LV-b";2
"O";"84.23";"MV";90
"O";"84.24";"LV-a";0
"O";"84.24";"LV-b";1
"O";"84.24";"MV";50
"O";"84.25";"LV-a";76
"O";"84.25";"LV-b";1
"O";"84.25";"MV";29
"O";"84.30";"LV-a";1
"O";"84.30";"LV-b";3
"O";"84.30";"MV";184
"P";"85.10";"LV-a";5
"P";"85.10";"LV-b";2
"P";"85.10";"MV";5
"P";"85.20";"LV-a";14
"P";"85.20";"LV-b";1
"P";"85.20";"MV";22
"P";"85.31";"LV-a";20
"P";"85.31";"LV-b";37
"P";"85.31";"MV";632
"P";"85.32";"LV-a";3
"P";"85.32";"LV-b";7
"P";"85.32";"MV";368
"P";"85.41";"LV-a";0
"P";"85.41";"LV-b";1
"P";"85.41";"MV";37
"P";"85.42";"LV-a";3
"P";"85.42";"LV-b";10
"P";"85.42";"MV";458
"P";"85.51";"LV-a";3
"P";"85.51";"LV-b";2
"P";"85.51";"MV";20
"P";"85.52";"LV-a";2
"P";"85.52";"LV-b";0
"P";"85.52";"MV";5
"P";"85.53";"LV-a";11
"P";"85.53";"LV-b";1
"P";"85.53";"MV";2
"P";"85.59";"LV-a";23
"P";"85.59";"LV-b";4
"P";"85.59";"MV";141
"P";"85.60";"LV-a";0
"P";"85.60";"LV-b";0
"P";"85.60";"MV";1
"Q";"86.10";"LV-a";5
"Q";"86.10";"LV-b";6
"Q";"86.10";"MV";1421
"Q";"86.21";"LV-a";51
"Q";"86.21";"LV-b";2
"Q";"86.21";"MV";38
"Q";"86.22";"LV-a";22
"Q";"86.22";"LV-b";1
"Q";"86.22";"MV";8
"Q";"86.23";"LV-a";34
"Q";"86.23";"LV-b";0
"Q";"86.23";"MV";2
"Q";"86.90";"LV-a";81
"Q";"86.90";"LV-b";2
"Q";"86.90";"MV";32
"Q";"87.10";"LV-a";3
"Q";"87.10";"LV-b";26
"Q";"87.10";"MV";302
"Q";"87.20";"LV-a";5
"Q";"87.20";"LV-b";9
"Q";"87.20";"MV";48
"Q";"87.30";"LV-a";9
"Q";"87.30";"LV-b";9
"Q";"87.30";"MV";57
"Q";"87.90";"LV-a";10
"Q";"87.90";"LV-b";5
"Q";"87.90";"MV";25
"Q";"88.10";"LV-a";16
"Q";"88.10";"LV-b";10
"Q";"88.10";"MV";88
"Q";"88.91";"LV-a";24
"Q";"88.91";"LV-b";0
"Q";"88.91";"MV";12
"Q";"88.99";"LV-a";25
"Q";"88.99";"LV-b";18
"Q";"88.99";"MV";136
"R";"90.01";"LV-a";9
"R";"90.01";"LV-b";4
"R";"90.01";"MV";54
"R";"90.02";"LV-a";1
"R";"90.02";"LV-b";0
"R";"90.02";"MV";14
"R";"90.03";"LV-a";9
"R";"90.03";"LV-b";1
"R";"90.03";"MV";4
"R";"90.04";"LV-a";0
"R";"90.04";"LV-b";1
"R";"90.04";"MV";59
"R";"91.01";"LV-a";0
"R";"91.01";"LV-b";0
"R";"91.01";"MV";15
"R";"91.02";"LV-a";1
"R";"91.02";"LV-b";0
"R";"91.02";"MV";26
"R";"91.03";"LV-a";12
"R";"91.03";"LV-b";0
"R";"91.03";"MV";46
"R";"91.04";"LV-a";0
"R";"91.04";"LV-b";2
"R";"91.04";"MV";10
"R";"92.00";"LV-a";0
"R";"92.00";"LV-b";4
"R";"92.00";"MV";56
"R";"93.11";"LV-a";1
"R";"93.11";"LV-b";3
"R";"93.11";"MV";137
"R";"93.12";"LV-a";10
"R";"93.12";"LV-b";5
"R";"93.12";"MV";64
"R";"93.13";"LV-a";0
"R";"93.13";"LV-b";2
"R";"93.13";"MV";1
"R";"93.19";"LV-a";1
"R";"93.19";"LV-b";1
"R";"93.19";"MV";8
"R";"93.21";"LV-a";0
"R";"93.21";"LV-b";1
"R";"93.21";"MV";71
"R";"93.29";"LV-a";14
"R";"93.29";"LV-b";6
"R";"93.29";"MV";56
"S";"94.11";"LV-a";0
"S";"94.11";"LV-b";8
"S";"94.11";"MV";103
"S";"94.12";"LV-a";0
"S";"94.12";"LV-b";1
"S";"94.12";"MV";17
"S";"94.20";"LV-a";1
"S";"94.20";"LV-b";1
"S";"94.20";"MV";46
"S";"94.91";"LV-a";18
"S";"94.91";"LV-b";8
"S";"94.91";"MV";17
"S";"94.92";"LV-a";0
"S";"94.92";"LV-b";0
"S";"94.92";"MV";1
"S";"94.99";"LV-a";43
"S";"94.99";"LV-b";6
"S";"94.99";"MV";151
"S";"95.11";"LV-a";1
"S";"95.11";"LV-b";0
"S";"95.11";"MV";5
"S";"95.12";"LV-a";0
"S";"95.12";"LV-b";0
"S";"95.12";"MV";2
"S";"95.21";"LV-a";3
"S";"95.21";"LV-b";0
"S";"95.21";"MV";3
"S";"95.22";"LV-a";1
"S";"95.22";"LV-b";1
"S";"95.22";"MV";1
"S";"95.23";"LV-a";5
"S";"95.23";"LV-b";0
"S";"95.23";"MV";1
"S";"95.24";"LV-a";2
"S";"95.24";"LV-b";0
"S";"95.24";"MV";5
"S";"95.29";"LV-a";7
"S";"95.29";"LV-b";0
"S";"95.29";"MV";7
"S";"96.01";"LV-a";7
"S";"96.01";"LV-b";11
"S";"96.01";"MV";37
"S";"96.02";"LV-a";96
"S";"96.02";"LV-b";0
"S";"96.02";"MV";5
"S";"96.03";"LV-a";9
"S";"96.03";"LV-b";2
"S";"96.03";"MV";2
"S";"96.04";"LV-a";6
"S";"96.04";"LV-b";1
"S";"96.04";"MV";83
"S";"96.09";"LV-a";6
"S";"96.09";"LV-b";8
"S";"96.09";"MV";6
"T";"97.00";"LV-a";0
"T";"97.00";"LV-b";6
"T";"97.00";"MV";13
"T";"98.20";"LV-a";0
"T";"98.20";"LV-b";0
"T";"98.20";"MV";6
"U";"99.00";"LV-a";1
"U";"99.00";"LV-b";1
"U";"99.00";"MV";23
